code,HRG 1,Code Description
G839,AA25,"Paralytic syndrome, unspecified"
G900,AA26,Idiopathic peripheral autonomic neuropathy
G901,AA25,Familial dysautonomia [Riley-Day]
G902,AA26,Horner syndrome
G904,AA26,Autonomic dysreflexia
G908,AA26,Other disorders of autonomic nervous system
G909,AA26,"Disorder of autonomic nervous system, unspecified"
G910,AA25,Communicating hydrocephalus
G911,AA25,Obstructive hydrocephalus
G912,AA25,Normal-pressure hydrocephalus
G913,AA25,"Post-traumatic hydrocephalus, unspecified"
G918,AA25,Other hydrocephalus
G919,AA25,"Hydrocephalus, unspecified"
G92X,AA22,Toxic encephalopathy
G930,AA24,Cerebral cysts
G931,AA25,"Anoxic brain damage, not elsewhere classified"
G932,AA25,Benign intracranial hypertension
G933,AA22,Postviral fatigue syndrome
G934,AA22,"Encephalopathy, unspecified"
G935,AA25,Compression of brain
G936,AA25,Cerebral oedema
G937,AA25,Reye syndrome
G938,AA25,Other specified disorders of brain
G939,AA25,"Disorder of brain, unspecified"
G940,AA25,Hydrocephalus in infectious and parasitic diseases classified elsewhere
G941,AA25,Hydrocephalus in neoplastic disease
G942,AA25,Hydrocephalus in other diseases classified elsewhere
G948,AA25,Other specified disorders of brain in diseases classified elsewhere
G950,HC28,Syringomyelia and syringobulbia
G951,HC28,Vascular myelopathies
G952,HC28,"Cord compression, unspecified"
G958,AA25,Other specified diseases of spinal cord
G959,AA25,"Disease of spinal cord, unspecified"
G960,AA25,Cerebrospinal fluid leak
G961,AA25,"Disorders of meninges, not elsewhere classified"
G968,AA25,Other specified disorders of central nervous system
G969,AA25,"Disorder of central nervous system, unspecified"
G970,AA31,Cerebrospinal fluid leak from spinal puncture
G971,AA31,Other reaction to spinal and lumbar puncture
G972,AA25,Intracranial hypotension following ventricular shunting
G978,AA25,Other postprocedural disorders of nervous system
G979,AA25,"Postprocedural disorder of nervous system, unspecified"
G98X,AA25,"Other disorders of nervous system, not elsewhere classified"
G990,AA26,Autonomic neuropathy in endocrine and metabolic diseases
G991,AA25,Other disorders of autonomic nervous system in other diseases classified elsewhere
G992,HC28,Myelopathy in diseases classified elsewhere
G998,AA25,Other specified disorders of nervous system in diseases classified elsewhere
H000,BZ24,Hordeolum and other deep inflammation of eyelid
H001,BZ24,Chalazion
H010,BZ24,Blepharitis
H011,BZ24,Noninfectious dermatoses of eyelid
H018,BZ24,Other specified inflammation of eyelid
H019,BZ24,"Inflammation of eyelid, unspecified"
H020,BZ24,Entropion and trichiasis of eyelid
H021,BZ24,Ectropion of eyelid
H022,BZ24,Lagophthalmos
H023,BZ24,Blepharochalasis
H024,BZ24,Ptosis of eyelid
H025,BZ24,Other disorders affecting eyelid function
H026,JD07,Xanthelasma of eyelid
H027,JD07,Other degenerative disorders of eyelid and periocular area
H028,BZ24,Other specified disorders of eyelid
H029,BZ24,"Disorder of eyelid, unspecified"
H030,BZ24,Parasitic infestation of eyelid in diseases classified elsewhere
H031,BZ24,Involvement of eyelid in other infectious diseases classified elsewhere
H038,BZ24,Involvement of eyelid in other diseases classified elsewhere
H040,BZ24,Dacryoadenitis
H041,BZ24,Other disorders of lacrimal gland
H042,BZ24,Epiphora
H043,BZ24,Acute and unspecified inflammation of lacrimal passages
H044,BZ24,Chronic inflammation of lacrimal passages
H045,BZ24,Stenosis and insufficiency of lacrimal passages
H046,BZ24,Other changes in lacrimal passages
H048,BZ24,Other disorders of lacrimal system
H049,BZ24,"Disorder of lacrimal system, unspecified"
H050,BZ24,Acute inflammation of orbit
H051,BZ24,Chronic inflammatory disorders of orbit
H052,BZ24,Exophthalmic conditions
H053,BZ24,Deformity of orbit
H054,BZ24,Enophthalmos
H055,BZ24,Retained (old) foreign body following penetrating wound of orbit
H058,BZ24,Other disorders of orbit
H059,BZ24,"Disorder of orbit, unspecified"
H060,BZ24,Disorders of lacrimal system in diseases classified elsewhere
H061,BZ24,Parasitic infestation of orbit in diseases classified elsewhere
H062,BZ24,Dysthyroid exophthalmos
H063,BZ24,Other disorders of orbit in diseases classified elsewhere
H100,BZ24,Mucopurulent conjunctivitis
H101,BZ24,Acute atopic conjunctivitis
H102,BZ24,Other acute conjunctivitis
H103,BZ24,"Acute conjunctivitis, unspecified"
H104,BZ24,Chronic conjunctivitis
H105,BZ24,Blepharoconjunctivitis
H108,BZ24,Other conjunctivitis
H109,BZ24,"Conjunctivitis, unspecified"
H110,BZ24,Pterygium
H111,BZ24,Conjunctival degenerations and deposits
H112,BZ24,Conjunctival scars
H113,BZ24,Conjunctival haemorrhage
H114,BZ24,Other conjunctival vascular disorders and cysts
H118,BZ24,Other specified disorders of conjunctiva
H119,BZ24,"Disorder of conjunctiva, unspecified"
H130,BZ24,Filarial infection of conjunctiva
H131,BZ24,Conjunctivitis in infectious and parasitic diseases classified elsewhere
H132,BZ24,Conjunctivitis in other diseases classified elsewhere
H133,BZ24,Ocular pemphigoid
H138,BZ24,Other disorders of conjunctiva in diseases classified elsewhere
H150,BZ24,Scleritis
H151,BZ24,Episcleritis
H158,BZ24,Other disorders of sclera
H159,BZ24,"Disorder of sclera, unspecified"
H160,BZ24,Corneal ulcer
H161,BZ24,Other superficial keratitis without conjunctivitis
H162,BZ24,Keratoconjunctivitis
H163,BZ24,Interstitial and deep keratitis
H164,BZ24,Corneal neovascularization
H168,BZ24,Other keratitis
H169,BZ24,"Keratitis, unspecified"
H170,BZ24,Adherent leukoma
H171,BZ24,Other central corneal opacity
H178,BZ24,Other corneal scars and opacities
H179,BZ24,"Corneal scar and opacity, unspecified"
H180,BZ24,Corneal pigmentations and deposits
H181,BZ24,Bullous keratopathy
H182,BZ24,Other corneal oedema
H183,BZ24,Changes in corneal membranes
H184,BZ24,Corneal degeneration
H185,BZ24,Hereditary corneal dystrophies
H186,BZ24,Keratoconus
H187,BZ24,Other corneal deformities
H188,BZ24,Other specified disorders of cornea
H189,BZ24,"Disorder of cornea, unspecified"
H190,BZ24,Scleritis and episcleritis in diseases classified elsewhere
H191,BZ24,Herpesviral keratitis and keratoconjunctivitis
H192,BZ24,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
H193,BZ24,Keratitis and keratoconjunctivitis in other diseases classified elsewhere
H198,BZ24,Other disorders of sclera and cornea in diseases classified elsewhere
H200,BZ24,Acute and subacute iridocyclitis
H201,BZ24,Chronic iridocyclitis
H202,BZ24,Lens-induced iridocyclitis
H208,BZ24,Other iridocyclitis
H209,BZ24,"Iridocyclitis, unspecified"
H210,BZ24,Hyphaema
H211,BZ24,Other vascular disorders of iris and ciliary body
H212,BZ24,Degeneration of iris and ciliary body
H213,BZ24,"Cyst of iris, ciliary body and anterior chamber"
H214,BZ24,Pupillary membranes
H215,BZ24,Other adhesions and disruptions of iris and ciliary body
H218,BZ24,Other specified disorders of iris and ciliary body
H219,BZ24,"Disorder of iris and ciliary body, unspecified"
H220,BZ24,Iridocyclitis in infectious and parasitic diseases classified elsewhere
H221,BZ24,Iridocyclitis in other diseases classified elsewhere
H228,BZ24,Other disorders of iris and ciliary body in diseases classified elsewhere
H250,BZ24,Senile incipient cataract
H251,BZ24,Senile nuclear cataract
H252,BZ24,"Senile cataract, morgagnian type"
H258,BZ24,Other senile cataract
H259,BZ24,"Senile cataract, unspecified"
H260,BZ24,"Infantile, juvenile and presenile cataract"
H261,BZ24,Traumatic cataract
H262,BZ24,Complicated cataract
H263,BZ24,Drug-induced cataract
H264,BZ24,After-cataract
H268,BZ24,Other specified cataract
H269,BZ24,"Cataract, unspecified"
H270,BZ24,Aphakia
H271,BZ24,Dislocation of lens
H278,BZ24,Other specified disorders of lens
H279,BZ24,"Disorder of lens, unspecified"
H280,BZ24,Diabetic cataract
H281,BZ24,"Cataract in other endocrine, nutritional and metabolic diseases"
H282,BZ24,Cataract in other diseases classified elsewhere
H288,BZ24,Other disorders of lens in diseases classified elsewhere
H300,BZ24,Focal chorioretinal inflammation
H301,BZ24,Disseminated chorioretinal inflammation
H302,BZ24,Posterior cyclitis
H308,BZ24,Other chorioretinal inflammations
H309,BZ24,"Chorioretinal inflammation, unspecified"
H310,BZ24,Chorioretinal scars
H311,BZ24,Choroidal degeneration
H312,BZ24,Hereditary choroidal dystrophy
H313,BZ24,Choroidal haemorrhage and rupture
H314,BZ24,Choroidal detachment
H318,BZ24,Other specified disorders of choroid
H319,BZ24,"Disorder of choroid, unspecified"
H320,BZ24,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere
H328,BZ24,Other chorioretinal disorders in diseases classified elsewhere
H330,BZ24,Retinal detachment with retinal break
H331,BZ24,Retinoschisis and retinal cysts
H332,BZ24,Serous retinal detachment
H333,BZ24,Retinal breaks without detachment
H334,BZ24,Traction detachment of retina
H335,BZ24,Other retinal detachments
H340,BZ24,Transient retinal artery occlusion
H341,BZ24,Central retinal artery occlusion
H342,BZ24,Other retinal artery occlusions
H348,BZ24,Other retinal vascular occlusions
H349,BZ24,"Retinal vascular occlusion, unspecified"
H350,BZ24,Background retinopathy and retinal vascular changes
H351,BZ24,Retinopathy of prematurity
H352,BZ24,Other proliferative retinopathy
H353,BZ24,Degeneration of macula and posterior pole
H354,BZ24,Peripheral retinal degeneration
H355,BZ24,Hereditary retinal dystrophy
H356,BZ24,Retinal haemorrhage
H357,BZ24,Separation of retinal layers
H358,BZ24,Other specified retinal disorders
H359,BZ24,"Retinal disorder, unspecified"
H360,BZ24,Diabetic retinopathy
H368,BZ24,Other retinal disorders in diseases classified elsewhere
H400,BZ24,Glaucoma suspect
H401,BZ24,Primary open-angle glaucoma
H402,BZ24,Primary angle-closure glaucoma
H403,BZ24,Glaucoma secondary to eye trauma
H404,BZ24,Glaucoma secondary to eye inflammation
H405,BZ24,Glaucoma secondary to other eye disorders
H406,BZ24,Glaucoma secondary to drugs
H408,BZ24,Other glaucoma
H409,BZ24,"Glaucoma, unspecified"
H420,BZ24,"Glaucoma in endocrine, nutritional and metabolic diseases"
H428,BZ24,Glaucoma in other diseases classified elsewhere
H430,BZ24,Vitreous prolapse
H431,BZ24,Vitreous haemorrhage
H432,BZ24,Crystalline deposits in vitreous body
H433,BZ24,Other vitreous opacities
H438,BZ24,Other disorders of vitreous body
H439,BZ24,"Disorder of vitreous body, unspecified"
H440,BZ24,Purulent endophthalmitis
H441,BZ24,Other endophthalmitis
H442,BZ24,Degenerative myopia
H443,BZ24,Other degenerative disorders of globe
H444,BZ24,Hypotony of eye
H445,BZ24,Degenerated conditions of globe
H446,BZ24,"Retained (old) intraocular foreign body, magnetic"
H447,BZ24,"Retained (old) intraocular foreign body, nonmagnetic"
H448,BZ24,Other disorders of globe
H449,BZ24,"Disorder of globe, unspecified"
H450,BZ24,Vitreous haemorrhage in diseases classified elsewhere
H451,BZ24,Endophthalmitis in diseases classified elsewhere
H458,BZ24,Other disorders of vitreous body and globe in diseases classified elsewhere
H46X,BZ24,Optic neuritis
H470,BZ24,"Disorders of optic nerve, not elsewhere classified"
H471,AA26,"Papilloedema, unspecified"
H472,BZ24,Optic atrophy
H473,BZ24,Other disorders of optic disc
H474,AA26,Disorders of optic chiasm
H475,AA26,Disorders of other visual pathways
H476,AA26,Disorders of visual cortex
H477,AA26,"Disorder of visual pathways, unspecified"
H480,BZ24,Optic atrophy in diseases classified elsewhere
H481,BZ24,Retrobulbar neuritis in diseases classified elsewhere
H488,BZ24,Other disorders of optic nerve and visual pathways in diseases classified elsewhere
H490,BZ24,Third [oculomotor] nerve palsy
H491,BZ24,Fourth [trochlear] nerve palsy
H492,BZ24,Sixth [abducent] nerve palsy
H493,BZ24,Total (external) ophthalmoplegia
H494,BZ24,Progressive external ophthalmoplegia
H498,BZ24,Other paralytic strabismus
H499,BZ24,"Paralytic strabismus, unspecified"
H500,BZ24,Convergent concomitant strabismus
H501,BZ24,Divergent concomitant strabismus
H502,BZ24,Vertical strabismus
H503,BZ24,Intermittent heterotropia
H504,BZ24,Other and unspecified heterotropia
H505,BZ24,Heterophoria
H506,BZ24,Mechanical strabismus
H508,BZ24,Other specified strabismus
H509,BZ24,"Strabismus, unspecified"
H510,BZ24,Palsy of conjugate gaze
H511,BZ24,Convergence insufficiency and excess
H512,BZ24,Internuclear ophthalmoplegia
H518,BZ24,Other specified disorders of binocular movement
H519,BZ24,"Disorder of binocular movement, unspecified"
H520,BZ24,Hypermetropia
H521,BZ24,Myopia
H522,BZ24,Astigmatism
H523,BZ24,Anisometropia and aniseikonia
H524,BZ24,Presbyopia
H525,BZ24,Disorders of accommodation
H526,BZ24,Other disorders of refraction
H527,BZ24,"Disorder of refraction, unspecified"
H530,BZ24,Amblyopia ex anopsia
H531,BZ24,Subjective visual disturbances
H532,BZ24,Diplopia
H533,BZ24,Other disorders of binocular vision
H534,BZ24,Visual field defects
H535,BZ24,Colour vision deficiencies
H536,BZ24,Night blindness
H538,BZ24,Other visual disturbances
H539,BZ24,"Visual disturbance, unspecified"
H540,BZ24,"Blindness, binocular"
H541,BZ24,"Severe visual impairment, binocular"
H542,BZ24,"Moderate visual impairment, binocular"
H543,BZ24,"Mild or no visual impairment, binocular"
H544,BZ24,"Blindness, monocular"
H545,BZ24,"Severe visual impairment, monocular"
H546,BZ24,"Moderate visual impairment, monocular"
H549,BZ24,Unspecified visual impairment (binocular)
H55X,BZ24,Nystagmus and other irregular eye movements
H570,BZ24,Anomalies of pupillary function
H571,BZ24,Ocular pain
H578,BZ24,Other specified disorders of eye and adnexa
H579,BZ24,"Disorder of eye and adnexa, unspecified"
H580,BZ24,Anomalies of pupillary function in diseases classified elsewhere
H581,BZ24,Visual disturbances in diseases classified elsewhere
H588,BZ24,Other specified disorders of eye and adnexa in diseases classified elsewhere
H590,BZ24,Keratopathy (bullous aphakic) following cataract surgery
H598,BZ24,Other postprocedural disorders of eye and adnexa
H599,BZ24,"Postprocedural disorder of eye and adnexa, unspecified"
H600,CB02,Abscess of external ear
H601,CB02,Cellulitis of external ear
H602,CB02,Malignant otitis externa
H603,CB02,Other infective otitis externa
H604,CB02,Cholesteatoma of external ear
H605,CB02,"Acute otitis externa, noninfective"
